pIllAppearingGreen,Cost,Strategy 1,Strategy 2,Strategy 3,QALY,Strategy 1,Strategy 2,Strategy 3,LY,Strategy 1,Strategy 2,Strategy 3,ICER ($/QALY),Strategy 1,Strategy 2,Strategy 3
0.00442,,5062.613242860942,4568.108549993818,4812.549514920231,,79.9787122743254,79.9847075512698,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,112008.70273364795
0.0046099999999999995,,5062.613242860942,4570.931068521499,4812.549514920231,,79.9787122743254,79.9846750694778,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,109091.6442448516
0.0048,,5062.613242860942,4573.753587049178,4812.549514920231,,79.9787122743254,79.9846425876858,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,106258.91021332864
0.00499,,5062.613242860942,4576.576105576858,4812.549514920231,,79.9787122743254,79.98461010589381,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,103506.8963390785
0.00518,,5062.613242860942,4579.398624104539,4812.549514920231,,79.9787122743254,79.9845776241018,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,100832.20084724204
0.00537,,5062.613242860942,4582.221142632218,4812.549514920231,,79.9787122743254,79.98454514230981,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,98231.61046460802
0.00556,,5062.613242860942,4585.043661159898,4812.549514920231,,79.9787122743254,79.9845126605178,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,95702.08753598624
0.00575,,5062.613242860942,4587.866179687579,4812.549514920231,,79.9787122743254,79.9844801787258,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,93240.75819493181
0.00594,,5062.613242860942,4590.688698215258,4812.549514920231,,79.9787122743254,79.9844476969338,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,90844.90146368658
0.006129999999999999,,5062.613242860942,4593.511216742938,4812.549514920231,,79.9787122743254,79.98441521514181,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,88511.93922592077
0.006319999999999999,,5062.613242860942,4596.333735270618,4812.549514920231,,79.9787122743254,79.9843827333498,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,86239.4269677052
0.006509999999999999,,5062.613242860942,4599.156253798298,4812.549514920231,,79.9787122743254,79.9843502515578,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,84025.0452372321
0.006699999999999999,,5062.613242860942,4601.978772325978,4812.549514920231,,79.9787122743254,79.98431776976581,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,81866.5917465958
0.006889999999999999,,5062.613242860942,4604.8012908536575,4812.549514920231,,79.9787122743254,79.9842852879738,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,79761.97406477893
0.0070799999999999995,,5062.613242860942,4607.623809381338,4812.549514920231,,79.9787122743254,79.98425280618181,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,77709.20285504477
0.0072699999999999996,,5062.613242860942,4610.446327909018,4812.549514920231,,79.9787122743254,79.98422032438981,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,75706.38559952656
0.00746,,5062.613242860942,4613.2688464366975,4812.549514920231,,79.9787122743254,79.9841878425978,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,73751.72078276785
0.00765,,5062.613242860942,4616.091364964378,4812.549514920231,,79.9787122743254,79.9841553608058,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,71843.49248526843
0.00784,,5062.613242860942,4618.913883492059,4812.549514920231,,79.9787122743254,79.98412287901381,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,69980.06536022318
0.008029999999999999,,5062.613242860942,4621.736402019738,4812.549514920231,,79.9787122743254,79.9840903972218,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,68159.87995777083
0.008219999999999998,,5062.613242860942,4624.558920547418,4812.549514920231,,79.9787122743254,79.98405791542982,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,66381.44837489988
0.008409999999999999,,5062.613242860942,4627.381439075099,4812.549514920231,,79.9787122743254,79.98402543363781,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,64643.35019614393
0.0086,,5062.613242860942,4630.203957602778,4812.549514920231,,79.9787122743254,79.9839929518458,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,62944.22871240935
0.00879,,5062.613242860942,4633.026476130458,4812.549514920231,,79.9787122743254,79.9839604700538,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,61282.78738773692
0.008979999999999998,,5062.613242860942,4635.8489946581385,4812.549514920231,,79.9787122743254,79.98392798826181,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,59657.786560463224
0.009169999999999998,,5062.613242860942,4638.671513185818,4812.549514920231,,79.9787122743254,79.9838955064698,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,58068.0403573416
0.00936,,5062.613242860942,4641.494031713498,4812.549514920231,,79.9787122743254,79.9838630246778,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,56512.413809181766
0.00955,,5062.613242860942,4644.316550241178,4812.549514920231,,79.9787122743254,79.98383054288581,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,54989.82014767514
0.009739999999999999,,5062.613242860942,4647.139068768858,4812.549514920231,,79.9787122743254,79.98379806109381,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,53499.21827274247
0.009929999999999998,,5062.613242860942,4649.961587296538,4812.549514920231,,79.9787122743254,79.9837655793018,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,52039.61038011246
0.01012,,5062.613242860942,4652.784105824218,4812.549514920231,,79.9787122743254,79.98373309750981,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,50610.03973308061
0.01031,,5062.613242860942,4655.606624351898,4812.549514920231,,79.9787122743254,79.98370061571781,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,49209.58857055025
0.010499999999999999,,5062.613242860942,4658.429142879578,4812.549514920231,,79.9787122743254,79.98366813392582,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,47837.37614383684
0.010689999999999998,,5062.613242860942,4661.251661407257,4812.549514920231,,79.9787122743254,79.9836356521338,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,46492.556867546984
0.01088,,5062.613242860942,4664.074179934938,4812.549514920231,,79.9787122743254,79.98360317034181,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,45174.3185845186
0.01107,,5062.613242860942,4666.896698462619,4812.549514920231,,79.9787122743254,79.9835706885498,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,43881.88092734689
0.01126,,5062.613242860942,4669.719216990297,4812.549514920231,,79.9787122743254,79.9835382067578,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,42614.49378016154
0.011449999999999998,,5062.613242860942,4672.541735517978,4812.549514920231,,79.9787122743254,79.98350572496581,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,41371.435826025685
0.011639999999999998,,5062.613242860942,4675.364254045658,4812.549514920231,,79.9787122743254,79.9834732431738,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,40152.013177493514
0.01183,,5062.613242860942,4678.186772573338,4812.549514920231,,79.9787122743254,79.9834407613818,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,38955.55808607394
0.01202,,5062.613242860942,4681.009291101019,4812.549514920231,,79.9787122743254,79.98340827958981,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,37781.427722375534
0.012209999999999999,,5062.613242860942,4683.8318096286985,4812.549514920231,,79.9787122743254,79.9833757977978,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,36629.003023989346
0.012399999999999998,,5062.613242860942,4686.654328156378,4812.549514920231,,79.9787122743254,79.98334331600581,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,35497.687608186905
0.01259,,5062.613242860942,4689.476846684058,4812.549514920231,,79.9787122743254,79.98331083421381,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,34386.90674158947
0.01278,,5062.613242860942,4692.299365211738,4812.549514920231,,79.9787122743254,79.9832783524218,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,33296.10636761219
0.012969999999999999,,5062.613242860942,4695.121883739418,4812.549514920231,,79.9787122743254,79.9832458706298,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,32224.752184361867
0.013159999999999998,,5062.613242860942,4697.944402267098,4812.549514920231,,79.9787122743254,79.98321338883781,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,31172.3287722367
0.013349999999999997,,5062.613242860942,4700.766920794778,4812.549514920231,,79.9787122743254,79.9831809070458,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,30138.33876662752
0.01354,,5062.613242860942,4703.589439322458,4812.549514920231,,79.9787122743254,79.98314842525382,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,29122.302075022944
0.01373,,5062.613242860942,4706.411957850138,4812.549514920231,,79.9787122743254,79.9831159434618,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,28123.755132686572
0.013919999999999998,,5062.613242860942,4709.234476377818,4812.549514920231,,79.9787122743254,79.9830834616698,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,27142.25019877571
0.014109999999999998,,5062.613242860942,4712.056994905498,4812.549514920231,,79.9787122743254,79.9830509798778,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,26177.354685412847
0.0143,,5062.613242860942,4714.879513433178,4812.549514920231,,79.9787122743254,79.98301849808581,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,25228.65052323708
0.01449,,5062.613242860942,4717.702031960858,4812.549514920231,,79.9787122743254,79.98298601629381,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,24295.73355652288
0.014679999999999999,,5062.613242860942,4720.524550488538,4812.549514920231,,79.9787122743254,79.9829535345018,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,23378.212969780303
0.014869999999999998,,5062.613242860942,4723.347069016218,4812.549514920231,,79.9787122743254,79.9829210527098,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,22475.710741485862
0.01506,,5062.613242860942,4726.169587543898,4812.549514920231,,79.9787122743254,79.98288857091781,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,21587.86112496042
0.01525,,5062.613242860942,4728.992106071578,4812.549514920231,,79.9787122743254,79.9828560891258,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,20714.310153852628
0.015439999999999999,,5062.613242860942,4731.814624599258,4812.549514920231,,79.9787122743254,79.98282360733381,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,19854.71517215766
0.015629999999999998,,5062.613242860942,4734.637143126938,4812.549514920231,,79.9787122743254,79.9827911255418,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,19008.7443854064
0.015819999999999997,,5062.613242860942,4737.459661654618,4812.549514920231,,79.9787122743254,79.98275864374982,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,18176.076434556882
0.01601,,5062.613242860942,4740.282180182298,4812.549514920231,,79.9787122743254,79.9827261619578,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,17356.399987715493
0.0162,,5062.613242860942,4743.104698709978,4812.549514920231,,79.9787122743254,79.98269368016581,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,16549.41335343513
0.01639,,5062.613242860942,4745.927217237659,4812.549514920231,,79.9787122743254,79.9826611983738,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,15754.824109303221
0.016579999999999998,,5062.613242860942,4748.749735765338,4812.549514920231,,79.9787122743254,79.9826287165818,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,14972.348749372124
0.01677,,5062.613242860942,4751.572254293018,4812.549514920231,,79.9787122743254,79.9825962347898,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,14201.712346602162
0.01696,,5062.613242860942,4754.394772820698,4812.549514920231,,79.9787122743254,79.9825637529978,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,13442.648230899986
0.01715,,5062.613242860942,4757.217291348378,4812.549514920231,,79.9787122743254,79.9825312712058,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,12694.897681273684
0.017339999999999998,,5062.613242860942,4760.039809876058,4812.549514920231,,79.9787122743254,79.98249878941381,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,11958.209632135708
0.01753,,5062.613242860942,4762.862328403738,4812.549514920231,,79.9787122743254,79.98246630762179,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,11232.340391866343
0.01772,,5062.613242860942,4765.684846931418,4812.549514920231,,79.9787122743254,79.98243382582982,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,10517.053374551078
0.01791,,5062.613242860942,4768.507365459098,4812.549514920231,,79.9787122743254,79.9824013440378,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,9812.118842195143
0.018099999999999998,,5062.613242860942,4771.329883986778,4812.549514920231,,79.9787122743254,79.9823688622458,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,9117.313659476382
0.01829,,5062.613242860942,4774.152402514458,4812.549514920231,,79.9787122743254,79.9823363804538,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,8432.42105763144
0.01848,,5062.613242860942,4776.974921042138,4812.549514920231,,79.9787122743254,79.9823038986618,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,7757.23040936182
0.01867,,5062.613242860942,4779.797439569818,4812.549514920231,,79.9787122743254,79.9822714168698,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,7091.537012740278
0.01886,,5062.613242860942,4782.619958097498,4812.549514920231,,79.9787122743254,79.9822389350778,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,6435.141884241795
0.01905,,5062.613242860942,4785.442476625178,4812.549514920231,,79.9787122743254,79.9822064532858,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,5787.851560578761
0.01924,,5062.613242860942,4788.264995152858,4812.549514920231,,79.9787122743254,79.98217397149381,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,5149.477908517156
0.01943,,5062.613242860942,4791.087513680538,4812.549514920231,,79.9787122743254,79.9821414897018,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,4519.837942533646
0.01962,,5062.613242860942,4793.910032208218,4812.549514920231,,79.9787122743254,79.98210900790981,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,3898.7536500532065
0.019809999999999998,,5062.613242860942,4796.732550735898,4812.549514920231,,79.9787122743254,79.9820765261178,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,3286.0518235321697
0.02,,5062.613242860942,4799.555069263578,4812.549514920231,,79.9787122743254,79.9820440443258,79.98688989031098,,0.9999658451248065,0.9999658450531134,0.9999658450808206,,Strongly Dominated,Baseline,2681.5638995569043
