cLevel2NICUAdmissionPerDay,Cost,Strategy 1,Strategy 2,Strategy 3,QALY,Strategy 1,Strategy 2,Strategy 3,LY,Strategy 1,Strategy 2,Strategy 3,ICER ($/QALY),Strategy 1,Strategy 2,Strategy 3
2851.5,,4689.235187793292,4424.165934225928,4593.434757925338,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,43486.63702108071
2889.52,,4696.700785297195,4430.015234371942,4597.815900739404,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,43109.45459853595
2927.54,,4704.166382801099,4435.864534517955,4602.1970435534695,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,42732.272175991195
2965.5600000000004,,4711.631980305002,4441.713834663969,4606.578186367535,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,42355.089753446206
3003.58,,4719.097577808905,4447.563134809981,4610.959329181601,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,41977.90733090168
3041.6000000000004,,4726.563175312808,4453.412434955995,4615.340471995667,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,41600.724908356926
3079.62,,4734.028772816712,4459.261735102008,4619.721614809732,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,41223.54248581217
3117.6400000000003,,4741.4943703206145,4465.111035248021,4624.1027576237975,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,40846.36006326741
3155.66,,4748.959967824518,4470.960335394034,4628.483900437863,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,40469.177640722664
3193.6800000000003,,4756.425565328422,4476.809635540048,4632.865043251929,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,40091.99521817791
3231.7,,4763.891162832325,4482.658935686061,4637.246186065995,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,39714.81279563315
3269.7200000000003,,4771.356760336228,4488.508235832074,4641.62732888006,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,39337.630373088396
3307.74,,4778.82235784013,4494.357535978087,4646.008471694126,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,38960.44795054364
3345.76,,4786.287955344034,4500.206836124101,4650.389614508192,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,38583.26552799888
3383.78,,4793.753552847938,4506.056136270114,4654.770757322257,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,38206.08310545413
3421.8,,4801.219150351841,4511.9054364161275,4659.151900136323,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,37828.90068290937
3459.82,,4808.684747855744,4517.75473656214,4663.533042950388,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,37451.718260364614
3497.84,,4816.150345359647,4523.604036708154,4667.914185764454,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,37074.535837819625
3535.86,,4823.61594286355,4529.453336854167,4672.29532857852,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,36697.35341527511
3573.88,,4831.081540367453,4535.30263700018,4676.676471392585,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,36320.17099273035
3611.9,,4838.547137871357,4541.151937146194,4681.057614206651,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,35942.9885701856
3649.92,,4846.01273537526,4547.0012372922065,4685.438757020716,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,35565.80614764084
3687.94,,4853.478332879164,4552.85053743822,4689.8198998347825,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,35188.623725096084
3725.96,,4860.943930383066,4558.699837584233,4694.201042648848,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,34811.44130255133
3763.9800000000005,,4868.40952788697,4564.549137730247,4698.582185462914,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,34434.25888000657
3802.0,,4875.875125390873,4570.39843787626,4702.963328276979,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,34057.076457461815
3840.0200000000004,,4883.340722894776,4576.247738022273,4707.344471091044,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,33679.89403491706
3878.04,,4890.806320398679,4582.0970381682855,4711.725613905111,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,33302.71161237254
3916.0600000000004,,4898.2719179025835,4587.946338314299,4716.106756719176,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,32925.52918982755
3954.0800000000004,,4905.737515406486,4593.795638460312,4720.487899533242,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,32548.34676728303
3992.1000000000004,,4913.20311291039,4599.644938606326,4724.869042347307,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,32171.16434473804
4030.1200000000003,,4920.668710414293,4605.494238752339,4729.250185161372,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,31793.981922193285
4068.1400000000003,,4928.134307918196,4611.343538898353,4733.631327975439,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,31416.79949964853
4106.16,,4935.599905422099,4617.1928390443645,4738.012470789504,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,31039.617077104005
4144.18,,4943.065502926003,4623.042139190379,4742.39361360357,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,30662.434654559016
4182.200000000001,,4950.531100429906,4628.891439336392,4746.774756417635,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,30285.252232014263
4220.22,,4957.99669793381,4634.740739482405,4751.1558992317005,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,29908.069809469507
4258.24,,4965.462295437712,4640.590039628418,4755.537042045767,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,29530.887386924984
4296.26,,4972.927892941616,4646.439339774432,4759.918184859833,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,29153.704964380227
4334.280000000001,,4980.393490445519,4652.288639920444,4764.299327673898,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,28776.522541835475
4372.3,,4987.859087949422,4658.137940066458,4768.680470487963,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,28399.340119290486
4410.32,,4995.324685453325,4663.987240212471,4773.061613302029,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,28022.157696745962
4448.34,,5002.790282957229,4669.836540358485,4777.442756116095,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,27644.975274200973
4486.360000000001,,5010.255880461132,4675.685840504498,4781.823898930161,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,27267.79285165645
4524.38,,5017.721477965035,4681.5351406505115,4786.205041744226,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,26890.61042911146
4562.4,,5025.187075468938,4687.384440796524,4790.586184558291,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,26513.428006566708
4600.42,,5032.65267297284,4693.233740942537,4794.967327372357,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,26136.245584022185
4638.4400000000005,,5040.118270476745,4699.083041088551,4799.348470186424,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,25759.06316147743
4676.46,,5047.5838679806475,4704.932341234564,4803.729613000489,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,25381.880738932672
4714.48,,5055.049465484552,4710.781641380577,4808.110755814554,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,25004.69831638792
4752.5,,5062.515062988454,4716.6309415265905,4812.491898628619,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,24627.51589384293
4790.52,,5069.980660492358,4722.480241672603,4816.8730414426855,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,24250.333471298407
4828.540000000001,,5077.446257996261,4728.329541818617,4821.254184256752,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,23873.15104875365
4866.56,,5084.911855500165,4734.178841964629,4825.635327070817,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,23495.96862620913
4904.58,,5092.377453004066,4740.028142110643,4830.016469884882,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,23118.78620366414
4942.6,,5099.843050507971,4745.877442256657,4834.397612698948,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,22741.603781119386
4980.620000000001,,5107.308648011873,4751.7267424026695,4838.7787555130135,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,22364.42135857463
5018.64,,5114.774245515778,4757.576042548682,4843.15989832708,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,21987.23893603011
5056.66,,5122.23984301968,4763.425342694696,4847.541041141145,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,21610.05651348512
5094.68,,5129.705440523584,4769.27464284071,4851.92218395521,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,21232.87409094013
5132.700000000001,,5137.171038027486,4775.123942986723,4856.303326769276,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,20855.691668395608
5170.72,,5144.636635531391,4780.973243132736,4860.6844695833415,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,20478.50924585085
5208.74,,5152.102233035293,4786.8225432787485,4865.065612397408,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,20101.32682330633
5246.76,,5159.5678305391975,4792.671843424762,4869.446755211473,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,19724.144400761343
5284.780000000001,,5167.0334280431,4798.521143570775,4873.827898025539,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,19346.96197821682
5322.8,,5174.499025547004,4804.370443716788,4878.209040839604,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,18969.779555672063
5360.82,,5181.964623050906,4810.219743862802,4882.59018365367,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,18592.597133127074
5398.84,,5189.430220554809,4816.069044008816,4886.971326467736,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,18215.414710582318
5436.860000000001,,5196.895818058712,4821.918344154828,4891.352469281801,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,17838.232288037565
5474.88,,5204.3614155626165,4827.767644300842,4895.733612095867,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,17461.04986549281
5512.9,,5211.827013066519,4833.616944446855,4900.114754909932,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,17083.867442948052
5550.92,,5219.292610570422,4839.466244592868,4904.4958977239985,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,16706.68502040353
5588.9400000000005,,5226.758208074325,4845.315544738882,4908.877040538064,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,16329.502597858542
5626.960000000001,,5234.223805578229,4851.1648448848955,4913.25818335213,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,15952.320175313786
5664.9800000000005,,5241.689403082132,4857.014145030908,4917.639326166195,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,15575.137752769031
5703.0,,5249.1550005860345,4862.863445176921,4922.02046898026,,79.9787122743254,79.9829974572489,79.98688989031098,,0.9999658451248065,0.9999658450531136,0.9999658450808206,,Strongly Dominated,Baseline,15197.955330224275
